,close_conc,flux,open_conc
2014-07-21 17:00:00,42.5164343599,-0.277207042748,57.3428402285
2014-07-21 18:00:00,36.5078749918,-0.340972405986,54.7447683659
2014-07-21 19:00:00,36.1020652971,-0.340224988054,54.2989830577
2014-07-21 20:00:00,32.0725468711,-0.401816886672,53.5637044824
2014-07-21 21:00:00,24.1235994183,0.0102209849217,23.5769305122
2014-07-21 22:00:00,18.5931142801,-0.0254771950131,19.9557608778
2014-07-22 00:00:00,19.4461439194,0.0991264382273,14.1443709525
2014-07-22 01:00:00,15.9447567539,-0.0077441463981,16.3589520661
2014-07-22 02:00:00,14.3738037759,-0.08747422473,19.0523586425
2014-07-22 03:00:00,17.9409750772,0.058769311122,14.7977011882
2014-07-22 04:00:00,15.4694747085,-0.00609992017933,15.7957286573
2014-07-22 05:00:00,13.5360433638,-0.131576604213,20.5734119585
2014-07-22 06:00:00,15.0573706685,-0.0725172378893,18.9359517852
2014-07-22 07:00:00,33.4457734496,0.0886558971387,28.7040168889
2014-07-22 09:00:00,36.4898702988,-0.247409255726,49.7225429058
2014-07-22 10:00:00,39.5672794182,-0.296269245495,55.4132263197
2014-07-22 11:00:00,41.8303546081,-0.380903479217,62.2029595883
2014-07-22 14:00:00,43.0924572609,-0.434335909955,66.3228933295
2014-07-22 15:00:00,45.8893374861,-0.40900339757,67.7648653006
2014-07-22 19:00:00,39.0108327914,-0.350256402631,57.744280297
2014-07-22 20:00:00,34.8190051518,-0.0805242002447,39.12583828
2014-07-22 21:00:00,28.4559773049,0.0186750105811,27.4571452271
2014-07-22 22:00:00,25.715432075,-0.0207745695437,26.8265589668
2014-07-22 23:00:00,19.5945930692,-0.144358107919,27.3155797989
2014-07-23 00:00:00,18.7447523905,-0.118500645277,25.0827539259
2014-07-23 01:00:00,18.5012208354,-0.0893219031819,23.2785986985
2014-07-23 02:00:00,19.685469049,-0.0505471785422,22.388982557
2014-07-23 03:00:00,15.996723808,-0.113620748745,22.073724303
2014-07-23 04:00:00,16.5038963094,-0.0874791924238,21.1827168728
2014-07-23 05:00:00,14.8143705243,-0.123111806322,21.3989997951
2014-07-23 06:00:00,13.660230347,-0.132501848519,20.7470855907
2014-07-23 07:00:00,30.5622114628,-0.0935604246875,35.5662864528
2014-07-23 08:00:00,29.5376043819,-0.0756448847685,33.5834675474
2014-07-23 09:00:00,31.6274294944,-0.00539067345478,31.915749415
2014-07-23 11:00:00,42.7044701587,-0.193749956411,53.0671776221
2014-07-23 12:00:00,44.7158196567,-0.492009857565,71.0309441474
2014-07-23 13:00:00,47.739267169,-0.489601642846,73.9255884068
2014-07-23 14:00:00,39.7831836773,-0.400234051271,61.1896834103
2014-07-23 15:00:00,39.4066888516,-0.346425129804,57.9352209071
2014-07-23 16:00:00,41.8717819871,-0.373181390232,61.8313713949
2014-07-23 17:00:00,44.5219804605,-0.0222535789048,45.7122120996
2014-07-23 18:00:00,34.6310120406,-0.0579658169235,37.7313110795
2014-07-23 19:00:00,33.431313576,-0.0073614808037,33.8250420365
2014-07-23 20:00:00,31.9957913373,0.0029744052019,31.8367054126
2014-07-23 21:00:00,29.5504696416,0.00526954216706,29.2686284224
2014-07-23 22:00:00,29.4579730082,0.0290462311018,27.9044366803
2014-07-23 23:00:00,27.3271234333,0.0446537244211,24.9388210466
2014-07-24 00:00:00,23.5156249384,-0.0207477646489,24.6253181717
2014-07-24 01:00:00,20.6888235856,-0.0307173224266,22.3317381558
2014-07-24 03:00:00,13.5978263699,-0.122982882331,20.175560147
2014-07-24 04:00:00,10.9996603035,-0.213169640385,22.4010286666
2014-07-24 05:00:00,13.8999929143,-0.130779170097,20.8947107822
2014-07-24 06:00:00,20.3262011854,0.0777935085389,16.1654189769
2014-07-24 07:00:00,30.6680772207,-0.115058305002,36.8219653457
2014-07-24 08:00:00,34.7677467595,-0.303562867918,51.0037927192
2014-07-24 09:00:00,41.7229640877,-0.413204585108,63.8231922236
2014-07-24 10:00:00,43.1898990956,-0.386800577286,63.8779100935
2014-07-24 11:00:00,38.7475469393,-0.387709856956,59.4841907183
2014-07-24 12:00:00,31.0468056852,-0.387581183716,51.7765673819
2014-07-24 13:00:00,32.6298513152,-0.566888399894,62.9498511815
2014-07-24 14:00:00,36.5148583418,-0.371752957799,56.3980481069
2014-07-24 15:00:00,35.4502749344,-0.475135053598,60.8628513149
2014-07-24 16:00:00,33.7552556239,-0.485452010373,59.7196339607
2014-07-24 17:00:00,43.4849215626,-0.297562514061,59.4000388735
2014-07-24 19:00:00,32.5639867944,-0.14580460003,40.3623390878
2014-07-24 20:00:00,30.7258231257,-0.119260965745,37.1044903662
2014-07-24 21:00:00,30.2801610993,-0.118856735457,36.6372081016
2014-07-24 22:00:00,27.5595572645,-0.0673810892131,31.1634317067
2014-07-24 23:00:00,25.8449084047,-0.00533426710341,26.1302114342
2014-07-25 01:00:00,25.0788411396,0.0547089506999,22.1527354401
2014-07-25 02:00:00,24.6031351605,0.0714067914103,20.7839462224
2014-07-25 03:00:00,25.6846496014,0.0994146541142,20.3674614211
2014-07-25 04:00:00,21.4436231009,0.0738799612876,17.4921567862
2014-07-25 05:00:00,20.2474837141,0.0610675714834,16.9812874759
2014-07-25 06:00:00,22.8738816991,0.115594545026,16.6913128013
2014-07-25 07:00:00,27.8773129441,0.118499086024,21.5393948052
2014-07-25 08:00:00,37.3935045418,-0.279275095355,52.3305201085
2014-07-25 09:00:00,39.4712226858,-0.321741706932,56.6795630099
